,00.상품코드,00.이미지_URL,00.상품_URL,00.상품코드,01.브랜드,02.상품명,03.가격,04.제품 주요 사양,05.모든 성분,06.총 평점,07.리뷰 개수,08_1.별점 1점,08_2.별점 2점,08_3.별점 3점,08_4.별점 4점,08_5.별점 5점,09_1.피부타입_건성,09_2.피부타입_복합성,09_3.피부타입_지성,10_1.피부고민_보습,10_2.피부고민_진정,10_3.피부고민_주름/미백,11_1.피부자극_없음,11_2.피부자극_보통,11_3.피부자극_있음
89,A000000158621,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015862102ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000138003&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000138003,프리메라,프리메라 오가니언스에멀젼 150ml,33000,모든피부,정제수 펜타에리스리틸테트라에칠헥사노에이트 프로판디올 부틸렌글라이콜 글리세린 쉐어버터 세틸에칠헥사노에이트 디이소스테아릴말레이트 12헥산디올 디메치콘 하이드로제네이티드폴리데센 하이드로제네이티드폴리C614올레핀 사이클로펜타실록산 하이드로제네이티드식물성오일 스테아릭애씨드 글리세릴스테아레이트 아라키딜알코올 피씨에이디메치콘 피이지100스테아레이트 실리카 베헤닐알코올 향료 아라키딜글루코사이드 디메치콘올 카보머 리모넨 트로메타민 리날룰 카카오추출물 덱스트린 디소듐이디티에이 올리브오일 카카오씨드버터 글루코오스 쑥추출물 어성초추출물 쌀추출물 참마뿌리추출물 콩싹추출물 소듐벤조에이트,4.8,127,0.0,0.0,0.05,0.13,0.83,0.42,0.52,0.06,0.76,0.24,0.01,0.76,0.24,0.0
90,A000000115420,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011542011ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000148569&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000148569,아이디얼포맨,아이디얼 포맨 퍼펙트올인원 150ml,28000,모든 피부용,정제수 글리세린 메틸트라이메티콘 메틸프로판다이올 에틸헥실스테아레이트 에탄올 12헥산다이올 나이아신아마이드 하이드로제네이티드폴리C614올레핀 폴리글리세릴3다이스테아레이트 다시마추출물 한련초잎추출물 병풀추출물 무화과추출물 올레라케아아크멜라추출물 당느릅나무뿌리추출물 줄맨드라미씨추출물 슈도알테로모나스발효추출물 플랑크톤추출물 하이드로제네이티드레시틴 아르간커넬오일 글리세릴스테아레이트 트레할로오스 알지닌 카보머 글리세릴스테아레이트시트레이트 부틸렌글라이콜 판테놀 소듐스테아로일글루타메이트 아데노신 다이메티콘 베헤닐알코올 스쿠알란 하이드로제네이티드폴리아이소부텐 세테아릴알코올 다이소듐이디티에이 베타인 프룩토올리고사카라이드 아이소노닐아이소노나노에이트 폴리글리세릴10스테아레이트 글리세릴스테아레이트에스이 베타글루칸 스테아릭애씨드 시어버터 폴리글리세릴2다이폴리하이드록시스테아레이트 콜레스테롤 하이드롤라이즈드하이알루로닉애씨드 세라마이드엔피 이눌린라우릴카바메이트 잔탄검 다이소듐스테아로일글루타메이트 세린 알라닌 프롤린 해수 소듐포스페이트 마데카소사이드 소듐하이드록사이드 아세틸헥사펩타이드8 에틸헥실글리세린 카프릴릴글라이콜 향료 부틸페닐메틸프로피오날 리모넨,4.8,5098,0.0,0.0,0.03,0.17,0.8,0.24,0.68,0.08,0.66,0.3,0.04,0.59,0.41,0.01
91,A000000156574,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015657401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000002839&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000002839,바이오더마,바이오더마 센시비오 토너 250ml,28000,민감 피부 및 모든 피부,정제수 글리세린 자일리톨 폴리솔베이트20 피이지40하이드로제네이티드캐스터오일 다이소듐이디티에이 알란토인 세트리모늄브로마이드 프로필렌글라이콜 오이열매추출물 프룩토올리고사카라이드 만니톨 소듐하이드록사이드 시트릭애씨드 람노오스 제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객센터025237676으로 연락 부탁 드립니다,4.8,1435,0.0,0.0,0.03,0.15,0.81,0.23,0.64,0.14,0.29,0.71,0.01,0.82,0.18,0.01
92,A000000154923,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015492305ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000157854&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000157854,아이디얼포맨,아이디얼포맨 선디펜스올인원로션120mL,27000,모든 피부용,정제수 다이부틸아디페이트 프로판다이올 폴리메틸실세스퀴옥세인 다이아이소프로필세바케이트 디에칠아미노하이드록시벤조일헥실벤조에이트 에칠헥실트리아존 나이아신아마이드 메칠렌비스벤조트리아졸릴테트라메칠부틸페놀 코코카프릴레이트카프레이트 디에칠헥실부타미도트리아존 글리세린 부틸렌글라이콜 12헥산다이올 카프릴릴메티콘 흰버드나무껍질추출물 버지니아풍년화추출물 티트리추출물 플랑크톤추출물 하이드로제네이티드레시틴 녹차수 펜틸렌글라이콜 베헤닐알코올 폴리C1030알킬아크릴레이트 폴리글리세릴3메틸글루코오스다이스테아레이트 데실글루코사이드 트로메타민 카보머 아크릴레이트C1030알킬아크릴레이트크로스폴리머 소듐스테아로일글루타메이트 폴리아크릴레이트크로스폴리머6 에틸헥실글리세린 잔탄검 t부틸알코올 토코페롤 알란토인 폴리글리세릴10스테아레이트 에틸헥산다이올 판테놀 소듐아스코빌포스페이트 토코페릴아세테이트 레티닐팔미테이트 마데카소사이드 바이오틴 사이아노코발아민 티아민에이치씨엘 폴릭애씨드 피리독신 해수 향료 부틸페닐메틸프로피오날 리모넨,4.8,13,0.0,0.0,0.0,0.15,0.85,0.23,0.77,0.0,0.38,0.54,0.08,0.54,0.46,0.0
93,A000000155995,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015599502ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000112264&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000112264,메디큐브,메디큐브 레드 토너 100ml,27000,모든피부용,정제수메칠글루세스20에탄올나이아신아마이드부틸렌글라이콜베타글루칸글리세린베타인초피나무열매추출물아크릴레이트C1030알킬아크릴레이트크로스폴리머트리에탄올아민할미꽃추출물어스니어추출물알란토인콜로이달설퍼클로페네신화이트윌로우껍질추출물아데노신클라리추출물히아신스꽃추출물동백나무잎추출물디소듐이디티에이생강추출물황백추출물후박추출물자몽씨추출물살리실릭애씨드오발리신고삼추출물자몽추출물라벤더수보리지추출물수레국화꽃추출물캐모마일꽃잎추출물히아신스추출물티트리잎오일,4.7,323,0.01,0.0,0.05,0.2,0.74,0.2,0.58,0.22,0.26,0.72,0.03,0.69,0.29,0.02
94,A000000162056,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016205606ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144042&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000144042,폴라초이스,폴라초이스 스킨 퍼펙팅 바하 리퀴드 각질제거제 118ml,31000,누적판매 10만병 폴라초이스 시그니처 바하 각질제거제  바하BHA 성분이 함유된 바르는 각질제거제 모공 케어를 위한 나이아신아마이드 성분 함유 피부표면과 모공의 묵은 각질 관리를 동시에 피부타입 모든피부,정제수 프로필렌글라이콜 나이아신아마이드 펜틸렌글라이콜 피이지피피지176코폴리머 폴리솔베이트20 살리실릭애씨드 비스피이지18메틸에터다이메틸실레인 글리세린 소듐하이드록사이드 10하이드록시데카노익애씨드 알란토인 다이포타슘글리시리제이트 테트라소듐이디티에이 소듐하이알루로네이트 페녹시에탄올 카프릴릴글라이콜 클로페네신,4.6,370,0.01,0.02,0.05,0.2,0.72,0.08,0.47,0.45,0.15,0.62,0.23,0.35,0.49,0.16
95,A000000148391,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014839109ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161314&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000161314,유세린,유세린 더머토 클린 클래리파잉 토너 200ml,26000,모든 피부용,정제수 다이프로필렌글라이콜 글리세린 페녹시에탄올 12헥산다이올 글리세릴글루코사이드 소듐시트레이트 시트릭애씨드 트라이소듐이디티에이 소듐하이알루로네이트 코카미도프로필베타인 데실글루코사이드 소듐클로라이드,4.8,501,0.0,0.0,0.04,0.15,0.81,0.63,0.38,0.0,0.38,0.5,0.13,0.88,0.13,0.0
96,A000000148899,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014889901ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000005766&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000005766,유세린,유세린 더모 퓨리파이어 토너 200ml,26000,민감성 지성 피부용,정제수 변성알코올 부틸렌글라이콜 폴록사머124 락틱애씨드 피이지40하이드로제네이티드캐스터오일 페녹시에탄올 소듐하이드록사이드 글리세릴카프릴레이트 향료,4.7,194,0.01,0.01,0.05,0.17,0.76,0.09,0.52,0.39,0.25,0.75,0.01,0.69,0.27,0.04
97,A000000144534,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014453403ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153545&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153545,식물나라,식물나라 제주 탄산수 모공 패드 70매,12800,모든 피부용,정제수 메틸프로판다이올 에탄올 온천수10109ppm 글루코노락톤 글리세린 도금양열매추출물 카프릴로일살리실릭애씨드 다이포타슘글리시리제이트 살리실릭애씨드 시트릭애씨드 토코페롤 알란토인 베타인 트레할로오스 다이프로필렌글라이콜 하이드록시아세토페논 폴리글리세릴10라우레이트 트로메타민 카프릴릴글라이콜 프로판다이올 에틸헥실글리세린 다이소듐이디티에이 향료 12헥산다이올 암모늄아크릴로일다이메틸타우레이트브이피코폴리머,4.5,443,0.01,0.02,0.07,0.19,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,A000000007413,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000741307ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154409&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000154409,블랙몬스터,블랙몬스터 커스텀 올인원 150ml 3종 택1,29000,모든피부용,정제수 에칠헥실메톡시신나메이트 부틸렌글라이콜 부틸옥틸살리실레이트 에칠헥실살리실레이트 다이프로필렌글라이콜 아크릴레이트코폴리머 디에칠아미노하이드록시벤조일헥실벤조에이트 글리세린 티타늄디옥사이드 이소아밀p메톡시신나메이트 다이페닐실록시페닐트라이메티콘 나이아신아마이드 마이카 실리카 다이카프릴릴카보네이트 사이클로펜타실록세인 글리세릴스테아레이트 비스에칠헥실옥시페놀메톡시페닐트라이진 라우릴피이지8다이메티콘 12헥산다이올 폴리솔베이트60 피이지100스테아레이트 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 세틸알코올 세테아릴알코올 팔미틱애씨드 스테아릭애씨드 카프릴릴글라이콜 피이지75스테아레이트 다이메티콘크로스폴리머 소듐아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 비스다이글리세릴폴리아실아디페이트2 향료 락토바실러스여바산타발효추출물 락토바실러스호박발효추출물 락토바실러스발효물 아이소헥사데칸 알루미나 세테스20 스테아레스20 아데노신 포타슘세틸포스페이트 쇠비름추출물 에틸헥실글리세린 다이소듐이디티에이 솔비탄아이소스테아레이트 폴리솔베이트80 쑥잎추출물 솔비탄올리에이트 미리스틱애씨드 류코노스톡무발효여과물 녹차추출물 락토바실러스콩발효추출물 락토바실리스우유발효여과물 비피다발효용해물 락토바실러스발효용해물 락토코쿠스발효용해물 홍삼추출물 토코페롤 락토바실리스쌀발효물 테트라소듐이디티에이 프로판다이올 글리세린 메도우폼씨오일 나이아신아마이드 부틸렌글라이콜 카보머 글리세레스26 솔비톨 향료 트로메타민 바이오사카라이드검1 세라마이드엔피 하이드로제네이티드레시틴 암모늄폴리아크릴로일다이메틸타우레이트 알로에베라잎추출물 아스코빅애씨드 토코페롤 레티닐팔미테이트 리보플라빈 판토테닉애씨드 폴릭애씨드 티아민에이치씨엘 카르니틴에이치씨엘 바이오틴 망가니스설페이트,4.7,57,0.0,0.0,0.07,0.12,0.81,0.14,0.7,0.16,0.49,0.26,0.25,0.6,0.4,0.02
99,A000000153859,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015385907ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144052&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000144052,폴라초이스,폴라초이스 스킨 발란싱 포어-리듀싱 토너 190ml,32000,지성악지성 피부를 위한 산뜻한 모공 토너  끈적임 없이 가볍고 산뜻한 액상 토너 폴라초이스 토너 판매 1위 모공  결  톤 케어의 나이아신아마이드 성분 함유 피부타입 지성피부 복합성피부,정제수 글리세린 부틸렌글라이콜 나이아신아마이드 폴리솔베이트20 아데노신 캐모마일꽃추출물 우엉뿌리추출물 하이드롤라이즈드호호바에스터 소듐피씨에이 판테놀 소듐하이알루로네이트 세라마이드엔피 세라마이드에이피 세라마이드이오피 피토스핑고신 콜레스테롤 테트라헥실데실아스코베이트 올레스10 소듐라우로일락틸레이트 카프릴릴글라이콜 헥실렌글라이콜 소듐시트레이트 잔탄검 트라이소듐이디티에이 페녹시에탄올,4.6,85,0.01,0.01,0.04,0.26,0.68,0.06,0.53,0.41,0.28,0.65,0.07,0.6,0.34,0.06
100,A000000115493,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011549309ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144807&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000144807,아크웰,아크웰 리얼 아쿠아 밸런싱 토너 160ml,25000,모든피부용,정제수 프로판다이올 글리세린 12헥산다이올 글리세레스26 부틸렌글라이콜 에틸헥실글리세린 소듐폴리아크릴로일다이메틸타우레이트 송이버섯추출물 다이소듐이디티에이 하이드롤라이즈드이집트콩씨추출물 노랑만병초잎추출물 하이알루로닉애씨드 하이드롤라이즈드하이알루로닉애씨드 소듐하이알루로네이트 약모밀추출물 돌나물추출물 감초뿌리추출물 사카라이드아이소머레이트 카프릴로일살리실릭애씨드 산소 시트릭애씨드 소듐시트레이트,4.9,74,0.0,0.01,0.01,0.07,0.91,0.27,0.58,0.15,0.53,0.47,0.0,0.92,0.08,0.0
