,00.상품코드,00.이미지_URL,00.상품_URL,00.상품코드,01.브랜드,02.상품명,03.가격,04.제품 주요 사양,05.모든 성분,06.총 평점,07.리뷰 개수,08_1.별점 1점,08_2.별점 2점,08_3.별점 3점,08_4.별점 4점,08_5.별점 5점,09_1.피부타입_건성,09_2.피부타입_복합성,09_3.피부타입_지성,10_1.피부고민_보습,10_2.피부고민_진정,10_3.피부고민_주름/미백,11_1.피부자극_없음,11_2.피부자극_보통,11_3.피부자극_있음
257,A000000159800,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015980001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165732&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165732,센텔리안24,[선물추천]센텔리안24 더 마데카 크림 스페셜 세트,70000,모든피부,락토바실러스병풀추출발효여과물다이프로필렌글라이콜하이드로제네이티드폴리데센카프릴릭카프릭트라이글리세라이드사이클로헥사실록세인글리세린글리세릴스테아레이트펜타에리스리틸테트라에틸헥사노에이트나이아신아마이드폴리글리세릴6다이스테아레이트세틸알코올다이카프릴릴에터병풀잎추출물올리브오일병풀오일하이드롤라이즈드병풀단백질아스코빌아시아테이트세라마이드엔피병풀아미노산콜라겐아미노산하이드롤라이즈드엘라스틴마카다미아씨오일하이드로제네이티드레시틴소듐하이알루로네이트폴리글리세릴10라우레이트비즈왁스소듐스테아로일글루타메이트판테놀하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머마데카식애씨드아시아티코사이드호호바에스터부틸렌글라이콜다이메티콘비닐다이메티콘크로스폴리머아시아틱애씨드폴리글리세릴3비즈왁스알란토인칸디다가르시니아발효물잔탄검아데노신솔비탄아이소스테아레이트소듐라우레이트라우릭애씨드트로메타민시트릭애씨드글라이신글루타믹애씨드알지닌12헥산다이올피토스핑고신에틸헥실글리세린정제수스테아릴알코올다이소듐이디티에이센티드제라늄꽃오일오렌지껍질오일유칼립투스잎오일라벤더오일리모넨시트로넬올리날룰제라니올,4.8,981,0.0,0.01,0.04,0.14,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,A000000160981,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016098102ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000006023&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000006023,이아소,[닥터이아소] 스킨케어 포 맨 인스턴트 수딩 포뮬러,25000,모든 피부용,정제수 알로에베라잎즙 메틸프로판다이올 12헥산다이올 에탄올 쇠비름추출물 분홍바늘꽃꽃잎줄기추출물 버지니아풍년화껍질잎잔가지추출물 귀리커넬추출물 봉의꼬리추출물 아티초크잎추출물 실론시나몬나무껍질추출물 하이드로제네이티드레시틴 피이지40하이드로제네이티드캐스터오일 카보머 글리세린 소듐하이드록사이드 트라이소듐이디티에이 알란토인 폴리쿼터늄51 베타글루칸 사코신 카프릴로일글라이신 헥실렌글라이콜 향료 페녹시에탄올 에틸헥실글리세린 황색4호 청색1호 리모넨 리날룰,4.7,12,0.0,0.0,0.0,0.33,0.67,0.2,0.7,0.1,0.5,0.5,0.0,0.5,0.5,0.0
259,A000000160305,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016030503ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165844&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165844,케어존,케어존 리큐어 노르데나우 시카 2종세트,52000,모든피부용,토너 정제수 다이프로필렌글라이콜 12헥산다이올 글리세린 메틸글루세스20 판테놀 다이포타슘글리시리제이트 글리시레티닉애씨드 스페인감초뿌리추출물 병풀잎추출물 부틸렌글라이콜 아크릴레이트C1030알킬아크릴레이트크로스폴리머 트라이소듐이디티에이 트로메타민 잔탄검 소듐하이알루로네이트에센스정제수 글리세린 23부탄다이올 사이클로펜타실록세인 다이메티콘 12헥산다이올 판테놀 다이포타슘글리시리제이트 글리시레티닉애씨드 스페인감초뿌리추출물 병풀잎추출물 트라이에틸헥사노인 암모늄아크릴로일다이메틸타우레이트브이피코폴리머 부틸렌글라이콜 돌콩추출물 폴리글리세릴3메틸글루코오스다이스테아레이트 락토바실러스발효물 울금뿌리추출물 트로메타민 폴리글리세릴10스테아레이트 아크릴레이트C1030알킬아크릴레이트크로스폴리머 폴리글리세릴10올리에이트 카보머 소듐하이알루로네이트 글리세릴아크릴레이트아크릴릭애씨드코폴리머 멕시칸주니퍼오일 클레리오일 토코페롤 돌콩오일 베르가모트오일 리날룰크림정제수 글리세린 사이클로헥사실록세인 프로판다이올 폴리글리세릴4카프레이트 12헥산다이올 하이드로제네이티드올리브오일스테아릴에스터 하이드로제네이티드폴리데센 세틸팔미테이트 다이포타슘글리시리제이트 글리시레티닉애씨드 스페인감초뿌리추출물 마데카소사이드 소듐하이알루로네이트 판테놀 병풀잎추출물 하이드롤라이즈드하이알루로닉애씨드 토코페롤 스쿠알란 카프릴릭카프릭트라이글리세라이드 솔비탄스테아레이트 아크릴레이트C1030알킬아크릴레이트크로스폴리머 부틸렌글라이콜 트라이데실스테아레이트 하이드로제네이티드식물성오일 아이소헥사데칸 트라이데실트라이멜리테이트 호호바에스터 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 폴리글리세릴10스테아레이트 다이펜타에리스리틸헥사카프릴레이트헥사카프레이트 하이드로제네이티드올리브오일불검화물 멕시칸주니퍼오일 클레리오일 베르가모트오일 베타글루칸 트라이소듐이디티에이 폴리솔베이트60 솔비탄아이소스테아레이트 트로메타민 리날룰,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,A000000160310,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016031007ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165854&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165854,에센허브,에센허브 티트리 90 카밍 토너,18000,모든피부,티트리잎추출물 부틸렌글라이콜 나이아신아마이드 디프로필렌글라이콜 디메칠이미다졸리디논쌀전분 글리세린 트레할로스 베타인 자몽추출물 유자추출물 유칼립투스잎추출물 클로브꽃추출물 고삼추출물 알란토인 티트리잎오일 피피지26부테스26 피이지40하이드로제네이티드캐스터오일 12헥산디올 카프릴릴글라이콜 아데노신 팔각회향추출물 디포타슘글리시리제이트 시트릭애씨드 멘톡시프로판디올 슈가켈프추출물 위치하젤잎수 알로에베라잎추출물 병풀추출물 카페인 토코페릴아세테이트 디소듐이디티에이,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,A000000156640,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015664003ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000005060&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000005060,케어존,케어존 노르데나우 워터 토너 170ml,23000,모든피부용,정제수 디프로필렌글라이콜 12헥산디올 판테놀 트레할로스 메칠글루세스20 글리세린 피이지40하이드로제네이티드캐스터오일 아크릴레이트C1030알킬아크릴레이트크로스폴리머 트로메타민 소듐하이알루로네이트 트리소듐이디티에이 잔탄검 퉁퉁마디추출물 히솝추출물 쓴박하추출물 페우세디눔 오스트루튬잎추출물 엘더꽃추출물 말로우추출물 페퍼민트잎추출물 카우슬립추출물 성모초추출물 꼬리풀추출물 레몬밤잎추출물 서양톱품추출물 향료 리모넨 리날룰,4.7,171,0.01,0.01,0.04,0.18,0.77,0.36,0.5,0.14,0.5,0.5,0.0,0.8,0.18,0.02
262,A000000158419,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015841907ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165710&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165710,닥터지,닥터지 에이클리어 밸런싱 토너 200ml,25000,모든 피부용,정제수 펜틸렌글라이콜 프로판다이올 12헥산다이올 글리세레스26 에톡시다이글라이콜 석시닉애씨드 판테놀 트로메타민 락토바실러스발효물 다이소듐이디티에이 부틸렌글라이콜 엑토인 락토바이오닉애씨드 만델릭애씨드 카프릴로일살리실릭애씨드 병풀추출물 약모밀추출물 워터민트추출물 애플민트잎추출물 스피어민트추출물 아시아틱애씨드 아시아티코사이드 마데카식애씨드 마데카소사이드,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,A000000162038,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016203805ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166512&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000166512,파넬,파넬 시카마누 토너 200ml,19500,모든 사양,병풀추출물795171ppm 부틸렌글라이콜 프로판다이올 글리세린 12헥산다이올 정제수 카보머 트로메타민 에틸헥실글리세린 시트릭애씨드 다이소듐이디티에이 소듐시트레이트 락토바실러스발효용해물 소듐하이알루로네이트 하이알루로닉애씨드 하이드롤라이즈드하이알루로닉애씨드 천문동뿌리추출물 흑효모발효물 비피다발효용해물 마카뿌리추출물 폴리글리세릴10라우레이트 스트렙토코쿠스 테르모필루스발효물 하이드로제네이티드레시틴  펜틸렌글라이콜 꿀추출물1050ppb 마누카잎추출물1000ppb 락토바실러스발효물 마데카소사이드1000ppb 카프릴로일살리실릭애씨드 글루코노락톤 세라마이드엔피 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드소듐하이알루로네이트 포타슘하이알루로네이트 소듐하이알루로네이트크로스폴리머 소듐아세틸레이티드하이알루로네이트 메도우폼씨오일 피토스핑고신,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,A000000163787,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016378702ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166427&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000166427,랩시리즈,랩 시리즈 올인원 디펜스 로션 SPF35 PA++++ 50ml,52000,모든 피부 타입용,정제수호모살레이트에칠헥실살리실레이트부틸옥틸살리실레이트옥토크릴렌부틸메톡시디벤조일메탄나일론12옥틸도데실네오펜타노에이트베헤닐알코올다이메티콘글리세린미리스틸미리스테이트세틸에스터폴리에틸렌부틸렌글라이콜글리세릴스테아레이트피이지100스테아레이트피이지6암모늄아크릴로일다이메틸타우레이트브이피코폴리머제주진득찰추출물테르무스 테르모필루스발효물스쿠알란트루로즈오브예리코추출물밀배아추출물보리추출물만주자작나무껍질추출물슈가켈프추출물퉁퉁마디추출물효모용해추출물아세틸헥사펩타이드8바이오사카라이드검4무수카페인다이포타슘글리시리제이트콜레스테롤소듐피씨에이수크로오스리놀레익애씨드트레할로오스조류추출물트라이실록세인소듐하이알루로네이트폴리쿼터늄51락토바실러스발효물디피피지2미레스10아디페이트스테아레스21토코페릴아세테이트미리스틸라우레이트향료카프릴릴글라이콜미리스틸알코올우레아헥실렌글라이콜소듐데하이드로아세테이트다이소듐이디티에이비에이치티페녹시에탄올 제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,A000000163522,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016352202ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163519&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000163519,플리프,플리프 시카-알로에 프레쉬 스킨 200ml,18000,모든 피부타입,알로에베라잎추출물부틸렌글라이콜병풀추출물나이아신아마이드베타인프로판다이올안젤리카추출물레이디스맨틀추출물아이브라이트추출물락토바실러스발효용해물대왕송잎추출물당느릅나무뿌리추출물달맞이꽃추출물칡뿌리추출물오이열매추출물파파야열매추출물판테놀카프릴로일살리실릭애씨드소듐하이알루로네이트옥틸도데세스16알란토인카보머아데노신정제수트로메타민다이소듐이디티에이12헥산다이올하이드록시아세토페논에틸헥실글리세린레몬오일오렌지껍질오일베르가모트오일리모넨,5.0,47,0.0,0.0,0.0,0.02,0.98,0.27,0.23,0.5,0.47,0.5,0.03,1.0,0.0,0.0
266,A000000163520,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016352002ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000006565&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000006565,우르오스,우르오스 스킨밀크 200ml,29700,중건성 피부를 위한 밀크타입 스킨케어  2 in 1,정제수 글리세린 에탄올 하이드로제네이티드폴리C612올레핀 폴리글리세릴10이소스테아레이트 아데노신포스페이트 하이드록시프로필사이클로덱스트린 아크릴레이트C1030알킬아크릴레이트크로스폴리머 소듐하이드록사이드 에칠헥실글리세린 글리세릴카프릴레이트 폴리글리세릴10스테아레이트 소듐이소스테아로일락테이트 소듐락테이트 터펜틴 아틀라스시다껍질오일 라임오일 라반딘오일 구주소나무잎오일 팔각회향열매씨오일 페퍼민트오일 로즈마리잎오일 서양측백나무잎오일 리날룰 리모넨,4.7,1630,0.0,0.0,0.03,0.18,0.78,0.35,0.6,0.05,0.74,0.26,0.01,0.63,0.37,0.01
267,A000000163519,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016351903ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000007413&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000007413,아이소이,아이소이 옹달샘 촉촉스킨 130ml,29800,모든 피부용민감피부 사용가능,정제수 글리세린 베타인 로즈마리추출물 니아울리잎오일 캐모마일꽃잎추출물 병풀추출물 감초추출물 전복느타리발효여과물 상황버섯추출물 판테놀 로즈마리잎오일 밤껍질추출물 화이트윌로우껍질추출물 황금추출물 모란뿌리추출물,4.6,195,0.0,0.0,0.09,0.21,0.7,0.39,0.55,0.06,0.6,0.38,0.02,0.73,0.25,0.02
268,A000000163512,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016351203ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165303&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165303,센텔리안24,센텔리안24 마데카 옴므 수딩 토너 150ml,27000,모든피부,병풀추출물나이아신아마이드다이프로필렌글라이콜부틸렌글라이콜12헥산다이올아이소펜틸다이올아데노신베타인약모밀추출물레몬밤추출물모과추출물오렌지꽃추출물마트리카리아꽃추출물포도씨오일페퍼민트추출물토코페롤마데카식애씨드아시아티코사이드아시아틱애씨드폴리글리세릴10라우레이트아크릴레이트C1030알킬아크릴레이트크로스폴리머정제수향료트로메타민다이소듐이디티에이,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,A000000157214,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015721409ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165305&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165305,센텔리안24,센텔리안24 마데카 옴므 올인원 125ml,29000,모든피부,병풀추출물부틸렌글라이콜프로판다이올정제수나이아신아마이드카프릴릭카프릭트라이글리세라이드아데노신12헥산다이올베타인코코카프릴레이트카프레이트아크릴레이트C1030알킬아크릴레이트크로스폴리머알지닌세테아릴올리베이트솔비탄올리베이트알란토인하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머약모밀추출물소듐하이알루로네이트레몬밤추출물모과추출물오렌지꽃추출물페퍼민트추출물마트리카리아꽃추출물마데카식애씨드아시아틱애씨드향료다이포타슘그리시리제이트에틸헥실글리세린다이소듐이디티에이솔비탄아이소스테아레이트,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,A000000157244,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015724417ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165360&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165360,AHC,AHC 허브솔루션 알로에베라 토너 500ml (온),15000,모든 피부용,정제수 알로에베라잎수49750mg 글리세린 다이프로필렌글라이콜 에탄올 펜틸렌글라이콜 사과수 녹차추출물05203mg 자작나무수액 소듐하이알루로네이트 연꽃씨추출물001mg 부틸렌글라이콜 프로판다이올 피이지60하이드로제네이티드캐스터오일 옥틸도데세스16 트로메타민 카프릴릴글라이콜 글리세릴카프릴레이트 폴리글루타믹애씨드 하이드롤라이즈드익스텐신 에틸헥실글리세린 카보머 다이소듐이디티에이 페녹시에탄올 향료,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,A000000163866,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016386605ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165364&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165364,AHC,AHC 허브솔루션 로즈 토너  500ml (온),15000,모든 피부용,정제수 프로방스장미꽃수48900mg 글리세린 다이프로필렌글라이콜 에탄올 펜틸렌글라이콜 사과수 석류나무추출물 코치닐선인장열매추출물025mg 꿀추출물025mg 로즈마리잎추출물005mg 소듐하이알루로네이트 부틸렌글라이콜 프로판다이올 피이지60하이드로제네이티드캐스터오일 옥틸도데세스16 카프릴릴글라이콜 트로메타민 글리세릴카프릴레이트 폴리글루타믹애씨드 에틸헥실글리세린 카보머 다이소듐이디티에이 페녹시에탄올 향료,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,A000000163417,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016341704ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165366&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165366,AHC,AHC 허브솔루션 레몬 토너 500ml (온),15000,모든 피부용,정제수 레몬추출물24750mg 글리세린 다이프로필렌글라이콜 에탄올 펜틸렌글라이콜 사과수 소듐하이알루로네이트 라임추출물0005mg 커먼자스민꽃잎추출물0005mg 연꽃꽃추출물0005mg 프리지어추출물00025mg 블루플래그아이리스추출물00025mg 에델바이스꽃잎추출물00025mg 마돈나백합비늘줄기추출물00025mg 나팔수선화추출물00025mg 장미추출물00025mg 부틸렌글라이콜 프로판다이올 피이지60하이드로제네이티드캐스터오일 옥틸도데세스16 트로메타민 글리세릴카프릴레이트 폴리글루타믹애씨드 에틸헥실글리세린 카보머 다이소듐이디티에이 페녹시에탄올 향료,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,A000000163895,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016389505ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000007414&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000007414,아이소이,아이소이 탁월로션 70ml,33000,Shape  부드럽게 스며드는 밀크 타입  Color  우유빛색  Fragrance  무향,정제수 글리세린 카프릴릭카프릭트리글리세라이드 세틸에칠헥사노에이트 펜타에리스리틸테트라이소스테아레이트 메도우폼씨오일 마카다미아씨오일 베타인 트레할로스 세테아릴알코올 아라키딜알코올 베헤닐알코올 아라키딜글루코사이드 글리세릴스테아레이트 카카오씨드버터 토코페롤 잔탄검 알란토인 판테놀 로즈마리추출물 니아울리잎오일 캐모마일꽃잎추출물 병풀추출물 감초추출물 전복느타리발효여과물 상황버섯추출물 라벤더오일 알지닌 카보머 황금추출물 모란뿌리추출물,4.6,374,0.01,0.01,0.09,0.21,0.68,0.4,0.51,0.09,0.72,0.28,0.01,0.78,0.22,0.01
274,A000000163896,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016389605ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165599&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000165599,라네즈,라네즈 크림스킨 250ml,42000,모든피부,정제수 부틸렌글라이콜 글리세린 메도우폼씨오일 12헥산다이올 폴리글리세릴10스테아레이트 글리세릴스테아레이트시트레이트 소듐스테아로일글루타메이트 이눌린라우릴카바메이트 글리세릴카프릴레이트 에틸헥실글리세린 프로판다이올 다이소듐이디티에이 녹차추출물 토코페롤,4.8,3238,0.01,0.0,0.03,0.12,0.84,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
275,A000000156680,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163512&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000163512,식물나라,[증량]식물나라 카렌둘라 진정 토너 500ml,15800,모든 피부 민감성 피부,정제수 프로판다이올 다이프로필렌글라이콜 12헥산다이올 포트마리골드꽃추출물10000ppm 병풀추출물 무화과추출물 살비아잎추출물 세라마이드엔피 캐모마일꽃추출물 당느릅나무뿌리추출물 줄맨드라미씨추출물 라벤더꽃수 하이드로제네이티드레시틴 락토바실러스발효물 부틸렌글라이콜 다이소듐이디티에이 에틸헥실글리세린,4.8,18,0.0,0.0,0.06,0.06,0.89,0.11,0.83,0.06,0.11,0.89,0.0,0.78,0.17,0.06
276,A000000156683,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668301ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000016873&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000016873,유리아쥬,유리아쥬 제모스 토너 250ml,28000,건성악건성 피부,정제수온천수글리세린부틸렌글라이콜페녹시에탄올소듐하이알루로네이트피브이피벤조익애씨드트로메타민 750000ppm,4.7,677,0.01,0.01,0.05,0.17,0.76,0.57,0.4,0.03,0.84,0.16,0.0,0.82,0.18,0.01
277,A000000164398,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016439801ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160650&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000160650,이즈앤트리,이즈앤트리 어니언 뉴페어 에센스 토너 200ml,23000,모든피부타입,양파추출물758078 ppm 프로판다이올 글리세린 메틸프로판다이올 나이아신아마이드 12헥산다이올 부틸렌글라이콜 정제수 하이드록시아세토페논 에틸헥실글리세린 카보머 아데노신 다이소듐이디티에이 바이오사카라이드검1 트로메타민 인도멀구슬나무잎추출물 인도멀구슬나무꽃추출물 시트릭애씨드 소듐시트레이트 하이알루로닉애씨드 하이드롤라이즈드하이알루로닉애씨드 소듐하이알루로네이트 글리세레스26 아이비고드열매추출물 하이드록시에틸셀룰로오스 베타인 알란토인 약모밀추출물 판테놀 가지열매추출물 참산호말추출물 홀리바질잎추출물 울금뿌리추출물 소듐헤파린 암모늄폴리아크릴로일다이메틸타우레이트 소듐아스코빌포스페이트 트라넥사믹애씨드,4.4,31,0.03,0.0,0.13,0.19,0.65,0.26,0.61,0.13,0.48,0.45,0.07,0.58,0.32,0.1
278,A000000164396,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016439601ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160723&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000160723,차앤박,차앤박 하이드라 에센셜 토너500ml(대용량),42000,모든피부용,정제수 다이프로필렌글라이콜 부틸렌글라이콜 글리세린 나이아신아마이드 프로판다이올 12헥산다이올 다이메티콘 스쿠알란 글리세레스25피씨에이아이소스테아레이트 판테놀 아크릴레이트C1030알킬아크릴레이트크로스폴리머 트로메타민 하이드록시에틸셀룰로오스 하이드로제네이티드레시틴 소듐하이알루로네이트 세테아릴알코올 잔탄검 스테아릭애씨드 하이알루로닉애씨드 베르가모트오일 판토락톤 레몬껍질오일 베타글루칸 오렌지오일 퀸즈랜드넛오일 라벤더오일 소듐하이알루로네이트크로스폴리머 벤질글라이콜 세라마이드엔피55 ppm 센티드제라늄꽃오일 바질오일 에틸헥실글리세린 세라마이드엔에스15 ppm 콜레스테롤 피토스핑고신 세라마이드에이에스05 ppm 세라마이드에이피05 ppm 라즈베리케톤 망가니즈설페이트 소듐글루코네이트 페러스설페이트 세라마이드이오피0001 ppm 마그네슘설페이트 징크글루코네이트 카퍼글루코네이트 칼슘글루코네이트 다이소듐이디티에이 리모넨 리날룰,4.9,8,0.0,0.0,0.0,0.13,0.88,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0
