,title,book_id,author,publisher,price,review_cnt,review_score,pub_year,country
14103,뮤 2000 1,228194,이도형,명상,"6,750",2,3.5, 2000년 4월,한국
14104,포구에서 온 편지,227414,박덕규,문이당,"7,200",null,null, 2000년 3월,한국
14106,여자의 열쇠,225674,하응백,답장,"7,200",null,null, 2000년 3월,한국
14107,흑룡의 숲 1,223642,신지연,청어람,"6,300",null,null, 2000년 2월,한국
14109,왕건 6,208573,김성한,행림출판사,"6,300",null,null, 1999년 10월,한국
14110,너는 나를 사랑하게 될 거야,200410,노은,자유문학사,"6,750",null,null, 1999년 7월,한국
14111,입맞춤 2,200790,김랑,출판시대,"7,000",1,3, 1999년 7월,한국
14112,청춘의 동쪽,190591,박상우,해냄,"6,750",null,null, 1999년 4월,한국
14113,맨살의 계절,48244,전은강,하늘연못,"6,300",null,null, 1999년 2월,한국
14114,착각,139769,안정효,오늘,"6,300",1,3, 1999년 1월,한국
14115,토끼전,150269,김진영,박이정,"11,400",null,null, 1998년 12월,한국
14116,고독한 순례자,10105,승현,열린,"5,220",null,null, 1998년 12월,한국
14117,오후 두시의 붓꽃 2,197697,서정윤,문학수첩,"6,300",null,null, 1998년 10월,한국
14118,나는 동물원에서 사냥을 한다,27346,김소진,윤컴,"6,300",null,null, 1998년 6월,한국
14119,밑도 끝도 없는 이야기,55669,채운정,정신세계사,"6,120",null,null, 1998년 5월,한국
14120,청년 박정희 2,190442,정영진,리브로,"7,200",null,null, 1998년 1월,한국
14121,불타는 대지,64632,이하천,홍진북스(중명출판사),"5,400",null,null, 1997년 11월,한국
14122,불연속선,64550,염상섭,프레스21,"10,800",null,null, 1997년 10월,한국
14123,재벌본색 3,197680,백시종,문학수첩,"5,850",null,null, 1997년 10월,한국
14124,재벌본색 1,197678,백시종,문학수첩,"5,850",null,null, 1997년 10월,한국
14125,재벌본색 2,197679,백시종,문학수첩,"5,850",null,null, 1997년 10월,한국
14126,1997 현장비평가가 뽑은 올해의 좋은 소설,433608,김만옥,현대문학,"6,750",1,4, 1997년 9월,한국
14127,나무 남자의 아내,27954,구효서,신원문화사,"1,620",null,null, 1997년 9월,한국
14128,그 살벌했던 날의 할미꽃,19396,하응백,이레,"8,100",null,null, 1997년 9월,한국
14129,대물 5,36672,백시종,문학수첩,"5,850",null,null, 1997년 7월,한국
14130,누이의 방,33794,강,1997년 3월,"5,400",1,3, 1997년 3월,한국
14131,비오는 날 국수를 먹는 모임,65565,김지수,문이당,"5,850",null,null, 1997년 1월,한국
14132,시간이 마술을 걸어온다면,201755,김민숙,문학동네,"6,300",null,null, 1996년 11월,한국
14134,시절들,237065,공선옥,문예마당,"5,400",2,4, 1996년 8월,한국
14135,너에게 닿고 싶다 1,31231,조성기(조누가),세계사,"5,400",null,null, 1996년 8월,한국
14136,방황하는 내국인,58329,김원우,솔출판사,"4,320",null,null, 1996년 6월,한국
14137,백야 3.98 1,58899,한태훈,산하,"6,120",null,null, 1996년 6월,한국
14138,청사홍사,142735,이재훈,해냄,"5,850",null,null, 1996년 6월,한국
14139,초한지 1,144033,김팔봉,어문각,"5,850",null,null, 1996년 5월,한국
14140,최태응 문학전집 3,145348,권영민,태학사,"12,000",null,null, 1996년 1월,한국
14141,규중문학,19319,전영진,홍신문화사,"5,400",null,null, 1995년 10월,한국
14143,살아있는 땅 1,71618,박정수,예문당,"5,400",null,null, 1995년 8월,한국
14144,소시민 외,82640,이호철,동아출판사(두산),"6,300",null,null, 1995년 5월,한국
14145,철쭉제 외,205142,서정인,동아출판사(두산),"6,300",null,null, 1995년 5월,한국
14146,강 변호사 이야기,4704,윤상일,삼신각,"5,850",null,null, 1995년 4월,한국
14147,검 -상,7720,유재주,영림카디널,"5,400",null,null, 1995년 4월,한국
14148,소설성경 8,82548,김남,자유문학사,"4,950",null,null, 1995년 2월,한국
14149,무화과,51734,염상섭,동아출판사(두산),"9,000",1,4, 1995년 1월,한국
14150,뭉치 1,53117,최건수,동반인(맑은소리),"6,750",1,5, 1994년 9월,한국
14151,뭉치 2,53118,최건수,동반인(맑은소리),"6,750",null,null, 1994년 9월,한국
14152,남풍북풍,29640,이호철,일신서적,"4,050",null,null, 1994년 5월,한국
14153,전광용 대표작품선집,246079,전광용,책세상,"5,220",null,null, 1994년 3월,한국
14154,반야심경 2,57306,김영웅,밀알,"4,500",null,null, 1993년 7월,한국
14155,소설 대발해 -중,82096,구자일,지문사,"4,500",null,null, 1993년 4월,한국
14156,불새 -상 :춤추는 배리,64469,최인호,우석출판사,"5,400",null,null, 1992년 10월,한국
14157,석류나무집 이야기 외,76493,한무숙,을유문화사,"5,400",null,null, 1992년 8월,한국
14158,들 -상,42224,윤정모,창비,"4,950",null,null, 1992년 8월,한국
14159,바람과 구름과 비 6,56085,이병주,기린원,"6,300",null,null, 1992년 7월,한국
14160,바람과 구름과 비 7,56086,이병주,기린원,"6,300",null,null, 1992년 7월,한국
14161,바람과 구름과 비 8,56087,이병주,기린원,"6,300",null,null, 1992년 7월,한국
14163,바람과 구름과 비 2,56081,이병주,기린원,"6,300",null,null, 1992년 6월,한국
14164,바람과 구름과 비 3,56082,이병주,기린원,"6,300",null,null, 1992년 6월,한국
14165,바람과 구름과 비 4,56083,이병주,기린원,"6,300",null,null, 1992년 6월,한국
14166,바람과 구름과 비 5,56084,이병주,기린원,"6,300",null,null, 1992년 6월,한국
14167,바람으로 남은 사람들,56201,전용문,수문출판사,"8,100",null,null, 1992년 6월,한국
14168,북으로 간 작가선집 7:박노갑 남풍,63470,박노갑,을유문화사,"3,150",null,null, 1988년 10월,한국
14169,북으로 간 작가선집 2:안회남 불,63466,안회남,을유문화사,"3,150",null,null, 1988년 9월,한국
14170,굿것 나티,18926,안중선,명문당,"3,420",null,null, 1988년 6월,한국
14171,"장익성전, 금강취유기, 음양옥기환",511862,전규태,서문당,"6,300",null,null, 1988년 1월,한국
14173,도시의 흉년 제2부,39169,박완서,문학사상사,"4,320",null,null, 1985년 6월,한국
14174,도시의 흉년 제1부,39168,박완서,문학사상사,"4,320",null,null, 1985년 4월,한국
14176,고조선 열국사 3:삼국의 정립,11103,강무학,서문당,"4,500",1,4, 1983년 9월,한국
14177,나의 소녀시절,28406,강신재,범우사,"2,700",null,null, 1982년 10월,한국
14178,한 편의 시를 위한 이야기,254489077,김점열,북랩,"11,700",null,null, 2020년 10월,한국
14179,사리원,253022537,정문,바른북스,"11,700",null,null, 2020년 10월,한국
14180,사월에 내리는 눈,251695947,이아타,청색종이,"7,200",null,null, 2020년 9월,한국
14181,하얀 정사,251132463,최민초,문학나무,"11,700",null,null, 2020년 9월,한국
14182,불멸,251515449,이정은,도화,"11,700",null,null, 2020년 9월,한국
14183,카멜레온,250925912,허병주,영적지도자(DIRECTOR),"15,000",null,null, 2020년 9월,한국
14184,누구세요,250063720,이완우,메이킹북스,"10,800",2,5, 2020년 9월,한국
14185,선기옥형,251536417,조성삼,좋은땅,"18,900",null,null, 2020년 9월,한국
14186,욕망에 관한 작은 이야기,251222408,고창근,문학마실,"9,000",null,null, 2020년 8월,한국
14187,빙하기 사람,247888235,윤진상,신아출판사(SINA),"12,150",null,null, 2020년 7월,한국
14188,황룡의 비상 15,246828382,이윤규,로크미디어,"7,200",null,null, 2020년 7월,한국
14189,"물, 그리고 돌의 신화",246560202,최문경,문예바다,"10,800",null,null, 2020년 7월,한국
14190,나를 죽이다,243626886,주창용,하모니북,"13,500",null,null, 2020년 7월,한국
14191,"스노글로브, 당신이 사는 세상",245524538,차노휘,지식과감성#,"10,800",4,5, 2020년 7월,한국
14192,대왕고래의 죽음과 꿈 가진 제돌이,245792315,김두전,행복에너지,"18,000",null,null, 2020년 7월,한국
14193,내 이름 마고,244301827,주영숙,새미,"13,300",null,null, 2020년 6월,한국
14194,귀신 잡는 무적해병,242596781,김경수,선학사,"14,250",null,null, 2020년 6월,한국
14195,붉은 옥좌 1,242083919,박해완,지식과감성#,"12,600",null,null, 2020년 6월,한국
14196,"칼, 춤추어라 - 하",243018396,주영숙,북치는마을,"13,300",null,null, 2020년 5월,한국
14197,맥박,241921625,정형남,해피북미디어,"14,400",null,null, 2020년 5월,한국
14198,[큰글자도서] 천진 시절,237679789,금희,미디어창비,"23,000",null,null, 2020년 3월,한국
14199,[큰글씨책] 랑 1,236542104,김문주,산지니,"22,500",null,null, 2020년 3월,한국
14200,[큰글씨책] 랑 2,236542338,김문주,산지니,"22,500",null,null, 2020년 3월,한국
14202,환상 저 너머,235837717,장준호,예작,"15,000",null,null, 2020년 3월,한국
14203,빛 좋은 개살구,235083311,정유영,생각나눔(기획실크),"11,700",null,null, 2020년 3월,한국
14204,[큰글자도서] 보라색 사과의 마음,235364106,최민우,다산책방,"28,000",null,null, 2020년 2월,한국
14205,[큰글자도서] 밀림무정 1,235368830,김탁환,다산책방,"33,000",null,null, 2020년 2월,한국
14206,[POD] 김유정 단편소설 : 명화와 소설의 만남,234789529,김유정,부크크(bookk),"15,100",null,null, 2020년 2월,한국
14207,소설가 구보 씨의 초대,232851245,김신운,청어,"11,700",null,null, 2020년 2월,한국
14208,The Zebra 난민복서 이흑산,235396448,김여정,티에이피,"12,600",null,null, 2020년 2월,한국
14209,설향,232842922,정소성,문예바다,"11,700",null,null, 2020년 2월,한국
14210,은미야 괜찮아 노래해!,229338673,이헌영,작가교실,"11,700",null,null, 2020년 2월,한국
14211,해수욕장 만화경,228962230,김범영,북랩,"12,600",null,null, 2020년 1월,한국
14212,염재만 소설전집 세트 - 전7권,227901863,염재만,한모임,"81,000",null,null, 2020년 1월,한국
14213,정각록.장선생전,227777340,김광순,박이정,"11,400",null,null, 2019년 12월,한국
14214,[POD] 도서관에서의 딸기주스,227313423,민소연,부크크(bookk),"14,900",null,null, 2019년 12월,한국
14215,두 아내 - 상,223747995,정소성,문예바다,"11,700",null,null, 2019년 12월,한국
14216,두 아내 - 하,223750118,정소성,문예바다,"11,700",null,null, 2019년 12월,한국
14217,레테의 집,223415460,최창원,가쎄(GASSE),"13,050",null,null, 2019년 12월,한국
14218,구름구녕외못빛,225742229,류재만,그늘빛,"13,500",null,null, 2019년 12월,한국
14219,[POD] 그들의 커피처럼,224964708,윤여태,부크크(bookk),"14,000",null,null, 2019년 12월,한국
14223,수상한 나무,217828423,우한용,푸른사상,"13,500",null,null, 2019년 11월,한국
14224,저녁과 아침 사이,217799219,박응순,문학들,"11,400",1,4, 2019년 11월,한국
14225,툰드라의 시간,215054663,이성애,예지(Wisdom),"13,500",null,null, 2019년 10월,한국
14226,2019 제1회 폴라리스 선정작품집 : 지현상 커버 에디션,209214304,백승화,아작,"13,320",null,null, 2019년 9월,한국
14227,갈밭을 헤맨 고양이들 1,208366602,박주원,북인,"11,700",null,null, 2019년 9월,한국
14228,한강과 라인강의 두물머리,208602455,강정희,문학광장,"10,800",null,null, 2019년 9월,한국
14229,치어리더의 칼춤,206410704,송재용,생각나눔(기획실크),"10,800",null,null, 2019년 8월,한국
14230,최후의 연인,204511317,정소성,문예바다,"11,700",null,null, 2019년 8월,한국
14231,소설 공자 3,203452591,우쾌제,시간여행,"12,600",4,4, 2019년 8월,한국
14232,빛소리 1,197955198,백기복,일신미디어,"11,700",null,null, 2019년 8월,한국
14233,두 여인의 오월,201837352,강난경,광진문화사,"13,500",null,null, 2019년 7월,한국
14234,버터 향 기억의 퍼즐,199999953,김경진,북랩,"11,700",null,null, 2019년 7월,한국
14235,모리화,200637574,구양근,도화,"11,700",null,null, 2019년 7월,한국
14236,입맛을 다시며 그대를 그리다,199678665,김현정,렛츠북,"10,800",5,4, 2019년 7월,한국
14237,입실파티,197113184,변영희,국학자료원,"11,870",null,null, 2019년 6월,한국
14238,황룡의 비상 1,195345370,이윤규,로크미디어,"7,200",null,null, 2019년 6월,한국
14239,야정,194077562,공충식,북랩,"11,700",null,null, 2019년 6월,한국
14240,환상기담집,193586306,석아산,좋은땅,"9,000",null,null, 2019년 5월,한국
14241,"독서모임, 같이 가치를 만들다",197954432,대구독서모임,도서출판 연우,"10,800",5,5, 2019년 5월,한국
14242,혜능이 오다,189969701,이정우,책과나무,"10,800",null,null, 2019년 4월,한국
14243,시선끝의 검은덩이,190321468,이주숙,지식과감성#,"10,800",11,4.5, 2019년 4월,한국
14244,풍수를 말하다,188362895,추명성,아우룸,"22,500",null,null, 2019년 4월,한국
14245,사랑 고백록,187539612,양승균,바른북스,"11,700",1,4, 2019년 3월,한국
14246,걸그룹이 된 아재 - 상,187312444,린우,북랩,"14,220",null,null, 2019년 3월,한국
14247,걸그룹이 된 아재 - 하,187312599,린우,북랩,"14,220",null,null, 2019년 3월,한국
14248,보이지 않는 목소리,187312119,이전애,한강,"12,600",null,null, 2019년 3월,한국
14249,소설 공자 1,186601495,우쾌제,시간여행,"12,600",4,4, 2019년 3월,한국
14250,난세비화,186559704,김이석,동서문화동판(동서문화사),"13,500",null,null, 2019년 3월,한국
14251,달과 판잣집,186560163,김이석,동서문화동판(동서문화사),"13,500",null,null, 2019년 3월,한국
14252,세월이여 시간이여,186559250,김이석,동서문화동판(동서문화사),"13,500",null,null, 2019년 3월,한국
14253,[큰글자도서] 모두가 헤어지는 하루,189042893,서유미,미디어창비,"20,000",null,null, 2019년 3월,한국
14254,의자,178933274,백은하,문학들,"13,000",1,5, 2019년 1월,한국
14255,봉하마을 마애불은 왜 누워 있나,178548391,조명숙,도요,"10,800",null,null, 2019년 1월,한국
14256,성소에 들다,178550441,박창주,세종출판사(이길안),"11,700",null,null, 2019년 1월,한국
14257,블론 세이브,170501158,이진서,피톤치드,"11,250",6,4.5, 2018년 10월,한국
14258,[큰글씨책] 나도향 단편문학,171175448,나도향,정씨책방,"24,300",null,null, 2018년 10월,한국
14259,몽현동 300번지,171025872,조승훈,오늘의문학사,"12,000",null,null, 2018년 10월,한국
14260,[큰글자도서] 이광수 소설 선집,168697689,이광수,미디어창비,"19,000",null,null, 2018년 9월,한국
14261,[큰글자도서] 이상 이동규 소설 선집,168706483,이상,미디어창비,"19,000",null,null, 2018년 9월,한국
14262,[큰글자도서] 최명익 이근영 소설 선집,168706584,최명익,미디어창비,"19,000",null,null, 2018년 9월,한국
14263,인형의 집에 로라는 없다 1,165949785,김장운,한국현대문화포럼,"13,500",null,null, 2018년 8월,한국
14264,[POD] 오씨네 할아버지 책방,168196500,하정훈,부크크(bookk),"7,200",null,null, 2018년 8월,한국
14265,기생열전,158521059,김영진,모든북(큰방),"11,700",null,null, 2018년 8월,한국
14266,한국-몽골 소설선집,158942806,선산곡,바밀리온,"16,200",null,null, 2018년 7월,한국
14267,[큰글씨책] 김동인 단편문학,157209293,김동인,정씨책방,"22,500",null,null, 2018년 7월,한국
14268,1980 화악산,154385917,제임스,꿈과비전,"11,700",1,5, 2018년 6월,한국
14269,청량산 길,151509331,박대우,명문당,"13,500",null,null, 2018년 6월,한국
14270,겨울 벚꽃,151592061,이영철,청어,"11,700",1,3, 2018년 6월,한국
14271,뱁새가 황새는 왜 따라가?,151364178,황우상,모두북스,"13,500",null,null, 2018년 6월,한국
14272,음악 중매,147138690,유현철,음악의향기,"11,520",null,null, 2018년 5월,한국
14273,잃어버린 봄을 찾아서,150071999,송태고,연필향,"13,500",null,null, 2018년 5월,한국
14274,[POD] 허생전,148304350,채만식,부크크(bookk),"8,400",null,null, 2018년 5월,한국
14275,쫓겨난 짐승,144352189,이준혁,한솜미디어(띠앗),"7,200",null,null, 2018년 5월,한국
14276,한국인의 첫사랑,143309450,이천도,미래성,"15,300",null,null, 2018년 4월,한국
14277,[POD] 안국선 Best 단편소설,143161574,안국선,부크크(bookk),"8,900",null,null, 2018년 4월,한국
14278,별종 소리,141195707,윤찬모,청어,"12,600",null,null, 2018년 4월,한국
14279,서기골 로반,140002989,김정애,글도출판사,"13,320",null,null, 2018년 4월,한국
14280,[큰글자도서] 세상에 없는 나의 집 1,141305921,금희,미디어창비,"19,000",null,null, 2018년 3월,한국
14281,[큰글자도서] 서울 1,141303453,손홍규,미디어창비,"19,000",null,null, 2018년 3월,한국
14282,파발,138507962,김진일,씨앤톡,"12,420",null,null, 2018년 3월,한국
14283,[POD] 한국단편소설 BEST 20,137085219,김유정,부크크(bookk),"15,900",null,null, 2018년 2월,한국
14284,하류 인생,132721879,김창식,북랩,"12,420",null,null, 2018년 1월,한국
14285,1 : 12,132105643,양정은,바른북스,"7,200",null,null, 2018년 1월,한국
14286,말이라 불린 남자,128490017,박인,문학나무,"12,150",null,null, 2018년 1월,한국
14287,The Boy Who Made a Difference,125345918,Joonyoung,바른북스,"10,800",null,null, 2017년 12월,한국
14288,2017 미주한국소설 - 4호,124079515,미주한국소설가협회,문학나무,"13,500",null,null, 2017년 12월,한국
14289,라푼젤 구하기,125424308,김향지,문예바다,"10,800",null,null, 2017년 12월,한국
14290,목계나루 1,126004692,김창식,생각나눔(기획실크),"10,800",null,null, 2017년 11월,한국
14291,나의 징비록,122239019,강철근,이채,"13,500",1,4, 2017년 11월,한국
14292,석탈해 2,119990383,김정진,국학자료원,"13,770",null,null, 2017년 9월,한국
14293,와이프로거,118389052,조미녀,작가,"10,800",null,null, 2017년 9월,한국
14294,그날 이후로,118740574,인천작가회의,삶창(삶이보이는창),"9,000",null,null, 2017년 9월,한국
14296,노부나가의 딸,115431587,목자성,열린포구,"12,600",null,null, 2017년 8월,한국
14297,[POD] 너,116649959,박하,독서학교,"11,200",1,5, 2017년 8월,한국
14298,참새와 허수아비,114531448,김종대,책과나무,"10,800",null,null, 2017년 7월,한국
14299,서북공정,113307135,방대진,황금소나무,"15,000",1,5, 2017년 7월,한국
14300,김준성 소설 선집,109983727,김준성,강,"18,000",null,null, 2017년 5월,한국
14302,마지막 퍼즐,108707604,백승희,학이사(이상사),"10,800",null,null, 2017년 5월,한국
14303,채봉감별곡,107279440,작자미상,지만지(지식을만드는지식),"13,780",null,null, 2017년 4월,한국
14304,똥물도시 1,105912611,황창섭,황율(도서출판),"10,800",3,5, 2017년 3월,한국
14305,똥물도시 2,105913014,황창섭,황율(도서출판),"10,800",3,5, 2017년 3월,한국
14306,클럽 DSLR,105170386,최예원,문학세계사,"11,700",9,4.5, 2017년 3월,한국
14307,대필작가,103119720,김신운,등대지기,"11,700",null,null, 2017년 2월,한국
14308,대권천하 - 하,103003715,박철민,북아로파,"8,100",null,null, 2017년 2월,한국
14309,별리시대,102345284,박규현,책과나무,"11,700",null,null, 2017년 2월,한국
14310,방황하는 영혼들,102811323,김성호,성미출판사,"14,400",null,null, 2017년 2월,한국
14311,아홉 대의 노트북,100673635,박명애,이상북스,"11,700",null,null, 2017년 1월,한국
14312,새끼손가락,98131466,염근호,하이비전,"11,700",null,null, 2016년 12월,한국
14313,누가 무화과나무 꽃을 보았나요,95610381,김저운,예옥,"11,700",null,null, 2016년 10월,한국
14314,여신,93686335,고승철,나남출판,"12,420",4,4, 2016년 10월,한국
14315,베어지지 않는 나무,91806730,김만옥,나남출판,"12,420",2,4.5, 2016년 9월,한국
14316,옷,92077974,박종삼,창작시대,"11,700",null,null, 2016년 9월,한국
14317,원더풀 패밀리,92776792,강영,이야기마을,"10,800",null,null, 2016년 9월,한국
14318,하늘에 별을 묻다,89127634,권소희,문학나무,"13,500",null,null, 2016년 8월,한국
14319,헛개나무 집,89574735,김상렬,나남출판,"12,420",null,null, 2016년 8월,한국
14320,마녀가 된 우리 엄마,86787456,김영우,북랩,"11,520",1,4, 2016년 7월,한국
14321,노란 잉꼬와 찢어진 책,86842058,배기교,좋은땅,"11,700",null,null, 2016년 6월,한국
14322,위대한 대한민국,86801844,정석화,고성도서유통,"19,000",1,1, 2016년 6월,한국
14323,꿈꾸는 목련,83860780,손용상,북랩,"11,700",null,null, 2016년 5월,한국
14324,노량진 실루엣,83492249,이상웅,좋은땅,"10,800",null,null, 2016년 5월,한국
14325,증오,82552471,방진호,구픽,"9,900",1,3, 2016년 4월,한국
14326,붉은 오솔길,81268860,이항복,생각나눔(기획실크),"9,900",null,null, 2016년 4월,한국
14327,밤의 대통령 3부 2,80916066,이원호,청어람,"11,700",null,null, 2016년 3월,한국
14328,너와 나의 페르소나,78876699,하승민,지식과감성#,"10,800",null,null, 2016년 3월,한국
14330,복날은 간다,72006975,박성천,문학들,"12,000",1,5, 2015년 12월,한국
14331,화려한 이별 2,71738844,김유미,청어,"12,600",null,null, 2015년 11월,한국
14332,독도와 청자,70586514,김창식,생각나눔(기획실크),"10,800",null,null, 2015년 11월,한국
14333,모래 인간,69687432,김미수,강,"11,700",null,null, 2015년 11월,한국
14334,[세트] 비밀독서단 32회차 '대한민국이 사랑하는 스타 작가 특집 - 박범신 편' - 전3권,86228712,박범신,문학동네,"36,000",null,null, 2015년 10월,한국
14335,김치 읽는 시간,68455713,김진초,도화,"13,500",null,null, 2015년 10월,한국
14336,일그러진 자화상,64902964,문호준,지우출판,"10,800",null,null, 2015년 8월,한국
14337,사람꽃 연화,64785481,이보라,문학나무,"10,800",1,5, 2015년 8월,한국
14338,설산비호 + 지옥극장 + 남영동 세트 - 전3권,63184185,김근태,중원문화,"35,430",null,null, 2015년 8월,한국
14339,격리전,64424396,배영규,북랩,"12,150",null,null, 2015년 8월,한국
14340,나를 찾는 필사 시간 : 물레방아·벙어리 삼룡이,62645704,나도향,가나북스,"10,800",4,4.5, 2015년 7월,한국
14341,코리아타워 - 하,63182372,임재도,북랩,"13,320",null,null, 2015년 7월,한국
14342,나는 권총이다,62838804,오일구,코치커뮤니케이션,"11,700",null,null, 2015년 7월,한국
14343,달 쫓는 별,63016538,남기환,청어,"11,700",null,null, 2015년 7월,한국
14344,이순신의 제국 3,62323296,유광남,스타북스,"11,700",1,3, 2015년 6월,한국
14345,천국 쿠데타 1,61085672,민병문,행복에너지,"13,500",null,null, 2015년 6월,한국
14346,팔영산,60545847,박길현,밥북,"11,700",null,null, 2015년 5월,한국
14347,[세트] 불타는 반도 1~5 세트 - 전5권,60661839,윤규창,밥북,"56,250",13,4.5, 2015년 5월,한국
14348,삶도 죽음도 희망이야,59832997,이명일,밥북,"9,000",null,null, 2015년 5월,한국
14349,아름다운 무지개,59123720,새남,문학나무,"10,800",null,null, 2015년 5월,한국
14350,[CD] [오디오북] 남명렬이 읽는 최인준의 암류 - 오디오 CD 2장,56865505,최인준,커뮤니케이션북스,"19,800",null,null, 2015년 5월,한국
14351,Beautiful Sorrows,59885507,김수영,형설출판사,"15,000",null,null, 2015년 4월,한국
14352,요하 오디세이,56905197,김산,문예바다,"13,050",null,null, 2015년 4월,한국
14353,바이링궐 에디션 한국 대표 소설 세트 110-14 : 일상의 발견 - 전5권,56237829,오수연,도서출판 아시아,"29,250",null,null, 2015년 4월,한국
14354,바이링궐 에디션 한국 대표 소설 세트 110-18 : 식민지의 벌거벗은 자들 - 전5권,56202983,김동인,도서출판 아시아,"33,750",null,null, 2015년 4월,한국
14355,안평의 몽유도원,55662266,표윤명,필맥,"9,900",null,null, 2015년 3월,한국
14356,축제의 언덕,53127465,박희섭,다차원북스,"11,700",8,4.5, 2015년 2월,한국
14357,달을 따라간 남자,53386076,송경하,문학공원,"11,700",null,null, 2015년 2월,한국
14358,김동인 작품 모음집 3권 세트 - 전3권,51921973,김동인,애플북스,"36,720",null,null, 2015년 1월,한국
14359,남계연담,50111851,신태수,박이정,"11,400",null,null, 2014년 12월,한국
14360,[세트] 김광순 소장 필사본 고소설 100선 세트 1 - 전8권,50112025,김광순,박이정,"91,200",null,null, 2014년 12월,한국
14361,그와 그녀의 시나리오,50261198,전청림,글빛(이화여자대학교출판문화원),"12,000",null,null, 2014년 12월,한국
14362,보기 좋은 달걀보다 향기로운 닭똥으로,48006347,김영범,북랩,"15,300",null,null, 2014년 10월,한국
14363,화국,47703792,박정수,문예마당,"10,800",null,null, 2014년 10월,한국
14365,어머니의 성,46985679,유희민,다인북스,"9,900",null,null, 2014년 9월,한국
14366,오죽대금,46400571,김수환,한솜미디어(띠앗),"10,800",null,null, 2014년 9월,한국
14367,바벨탑 앞에서의 점심식사,45337698,정건영,도화,"10,800",null,null, 2014년 8월,한국
14368,그 숲에 살다,41618380,이용직,들메나무,"12,600",null,null, 2014년 6월,한국
14369,각선미의 유혹,41415110,지엠미디어,지엠미디어,"6,300",1,1, 2014년 5월,한국
14370,불현듯 사랑한다는 것,37071948,김희윤,마음세상,"11,250",null,null, 2014년 3월,한국
14371,툰드라의 여름,36178374,김정례,문예바다,"10,800",null,null, 2014년 1월,한국
14372,신 태권도,35604602,서종원,북랩,"16,200",null,null, 2014년 1월,한국
14373,우중산보,35768743,안광중,좋은땅,"9,000",null,null, 2014년 1월,한국
14374,이중섭,34543853,고정일,동서문화동판(동서문화사),"13,500",null,null, 2014년 1월,한국
14375,소리 없는 영웅 1,34704647,최수돈,행복에너지,"13,500",null,null, 2014년 1월,한국
14376,마트리드의 꿈,34081369,문창식,지식과감성#,"9,000",null,null, 2013년 12월,한국
14377,신 한국의 아버지,33819534,홍상화,다트앤,"7,200",null,null, 2013년 11월,한국
14378,동해아리랑,33678216,박정선,푸른사상,"13,050",null,null, 2013년 11월,한국
14379,그 바람의 행적,33109724,김외숙,나눔사,"9,000",null,null, 2013년 11월,한국
14380,아름다운 테러리스트를 위한 지침서,32751313,황경민,깊은샘,"13,500",null,null, 2013년 10월,한국
14381,잠자리 머리핀,32242530,이승욱,한솜,"11,700",2,4, 2013년 10월,한국
14382,하늘 위의 아이들,32030104,이병연,어문학사,"9,900",1,5, 2013년 10월,한국
14383,환한환,31781617,김수길,좋은땅,"9,000",null,null, 2013년 9월,한국
14384,"서비스, 서비스",31395902,이미욱,산지니,"11,520",null,null, 2013년 9월,한국
14385,[큰글자책] 진채선,37542287,이정규,BF북스,"29,000",null,null, 2013년 9월,한국
14386,이바디,30927395,박삼교희,청어,"10,800",1,2, 2013년 8월,한국
14387,김남천 단편집,30157423,김남천,지만지(지식을만드는지식),"15,200",null,null, 2013년 8월,한국
14388,빛과 바람,30070795,조길제,지식과감성#,"11,700",null,null, 2013년 8월,한국
14389,사랑과 대망 세트 - 전5권,30300480,홍범기,직도출판사,"54,000",null,null, 2013년 8월,한국
14390,아르헨티나 Argentina 코리안 문학 선집 : 소설,29796253,김환기,보고사,"30,400",null,null, 2013년 8월,한국
14391,외나무다리,29768816,권이삼,문예바다,"13,500",null,null, 2013년 8월,한국
14392,전사의 길,30046253,곽의진,북치는마을,"14,250",null,null, 2013년 8월,한국
14393,김동리 문학전집 18 : 춘추 1,30631331,김동리기념사업회,계간문예,"12,000",null,null, 2013년 7월,한국
14394,김동리 문학전집 19 : 춘추 2,30631470,김동리기념사업회,계간문예,"12,000",null,null, 2013년 7월,한국
14395,"이웃집 여자, 이웃집 남자",28710464,원수정,스타북스,"10,800",null,null, 2013년 7월,한국
14396,눈물이 또르르,29142390,권희정,시옷,"8,100",null,null, 2013년 6월,한국
14397,하트 비팅,25442711,김정수,북퀘스트,"11,700",1,4, 2013년 4월,한국
14398,이것도 추억이지,24717707,서동우,매직하우스,"10,800",5,4, 2013년 3월,한국
14399,깨진 어항에 아직도 금붕어가...,24942195,김덕중,아침,"11,000",1,4, 2013년 3월,한국
14400,워싱턴에서 3박 4일,24155797,이영묵,한솜,"10,800",1,5, 2013년 3월,한국
14401,대한민국 멸망,22313005,이청,형설라이프,"10,800",null,null, 2013년 1월,한국
14403,삼맥종,21712179,변영교,디자인소호,"11,700",null,null, 2012년 12월,한국
14406,대모,20901181,이진수,푸른물고기,"15,800",null,null, 2012년 11월,한국
14407,러브 인 브리즈번,20770802,박덕우,생각나눔(기획실크),"9,900",null,null, 2012년 10월,한국
14408,스킬라의 추억,20247576,임안수,글나눔,"11,700",1,5, 2012년 10월,한국
14409,김경한 삼국지 2,20394412,김경한,동랑커뮤니케이션즈,"13,500",null,null, 2012년 10월,한국
